,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Bennedict Mathurin,38:24,9,18,.500,4,7,.571,0,0,,5,4,9,4,2,0,3,1,22,19.1,+18
1,Bruce Brown,32:21,4,11,.364,1,4,.250,0,0,,0,4,4,0,2,1,2,2,9,4.0,+13
2,Tyrese Haliburton,30:40,6,12,.500,1,6,.167,3,3,1.000,1,5,6,13,1,0,2,0,16,20.3,-1
3,Myles Turner,22:56,8,12,.667,0,2,.000,6,8,.750,3,3,6,0,0,3,0,2,22,20.3,+3
4,Obi Toppin,19:16,3,7,.429,0,3,.000,0,0,,0,1,1,0,3,1,1,2,6,4.5,-5
5,Aaron Nesmith,30:12,9,13,.692,4,6,.667,2,2,1.000,1,1,2,0,2,0,1,4,24,18.9,+14
6,Jalen Smith,24:45,5,8,.625,0,0,,6,7,.857,3,8,11,1,2,1,1,0,16,18.9,+12
7,Buddy Hield,22:15,4,16,.250,2,12,.167,0,0,,0,3,3,1,1,1,1,2,10,1.9,+10
8,Andrew Nembhard,19:10,4,4,1.000,1,1,1.000,0,0,,1,3,4,7,1,0,0,2,9,14.5,+16
9,Isaiah Jackson,Did Not Play,,,,,,,,,,,,,,,,,,,,
10,T.J. McConnell,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,Jordan Nwora,Did Not Play,,,,,,,,,,,,,,,,,,,,
12,Ben Sheppard,Did Not Play,,,,,,,,,,,,,,,,,,,,
13,Daniel Theis,Did Not Play,,,,,,,,,,,,,,,,,,,,
14,Jarace Walker,Did Not Play,,,,,,,,,,,,,,,,,,,,
