,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Jalen Brunson,40:58,.604,.579,.526,.105,0.0,0.0,0.0,26.3,0.0,0.0,13.1,23.3,127,128,0.9
1,Julius Randle,38:50,.583,.563,.208,.083,6.5,29.1,17.2,32.8,1.3,0.0,3.9,27.9,139,121,9.5
2,Josh Hart,33:03,.500,.500,.444,.000,7.6,25.6,16.1,18.5,0.0,3.3,18.2,13.9,114,122,-1.6
3,Mitchell Robinson,30:40,1.000,1.000,.000,.000,24.7,41.4,32.6,0.0,5.0,3.6,25.0,5.5,165,109,7.2
4,Quentin Grimes,28:31,.500,.500,.727,.000,0.0,5.0,2.3,4.4,1.8,0.0,21.4,20.5,85,123,-8.9
5,Immanuel Quickley,28:23,.733,.682,.455,.545,0.0,0.0,0.0,19.4,1.8,0.0,12.8,23.0,142,124,6.0
6,Donte DiVincenzo,21:36,.375,.375,.250,.000,5.8,19.6,12.3,17.4,4.7,0.0,33.3,23.2,71,115,-8.9
7,Isaiah Hartenstein,17:16,.583,.556,.000,.111,21.9,8.2,15.4,0.0,2.9,0.0,0.0,22.9,138,120,-0.1
8,Miles McBride,0:43,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,124,-34.6
9,Ryan Arcidiacono,Did Not Play,,,,,,,,,,,,,,,
10,Evan Fournier,Did Not Play,,,,,,,,,,,,,,,
11,DaQuan Jeffries,Did Not Play,,,,,,,,,,,,,,,
12,Jericho Sims,Did Not Play,,,,,,,,,,,,,,,
