,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Trae Young,38:49,13,17,.765,5,8,.625,7,8,.875,0,1,1,8,3,0,3,3,38,35.6,-2
1,Dejounte Murray,34:15,11,19,.579,4,6,.667,2,2,1.000,1,2,3,5,2,0,5,3,28,19.7,-7
2,Jalen Johnson,33:11,6,12,.500,0,2,.000,5,5,1.000,1,6,7,6,2,1,1,2,17,18.6,-4
3,De'Andre Hunter,26:54,3,7,.429,1,2,.500,0,0,,2,2,4,1,1,0,3,2,7,3.2,-11
4,Clint Capela,18:47,6,9,.667,0,0,,2,3,.667,3,2,5,1,0,2,1,4,14,11.9,-10
5,Saddiq Bey,30:51,4,7,.571,2,4,.500,2,5,.400,1,9,10,2,0,0,0,0,12,12.3,+4
6,Bogdan Bogdanović,26:21,10,15,.667,2,5,.400,4,4,1.000,0,2,2,0,0,0,0,4,26,18.5,-2
7,Onyeka Okongwu,22:20,3,7,.429,0,2,.000,1,1,1.000,4,2,6,4,0,1,1,2,7,8.4,+6
8,Wesley Matthews,8:32,1,2,.500,1,2,.500,0,0,,0,1,1,1,0,0,1,3,3,0.8,+1
9,Bruno Fernando,Did Not Play,,,,,,,,,,,,,,,,,,,,
10,Trent Forrest,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,Garrison Mathews,Did Not Play,,,,,,,,,,,,,,,,,,,,
12,Patty Mills,Did Not Play,,,,,,,,,,,,,,,,,,,,
