,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Dillon Brooks,40:33,9,21,.429,6,11,.545,0,0,,1,0,1,2,4,0,2,5,24,15.0,+3
1,Fred VanVleet,39:58,5,14,.357,3,10,.300,2,2,1.000,0,1,1,16,1,0,3,1,15,16.3,+4
2,Jabari Smith Jr.,31:35,5,10,.500,2,6,.333,2,2,1.000,1,4,5,1,1,0,3,4,14,8.0,-5
3,Jalen Green,31:27,3,10,.300,2,5,.400,1,3,.333,0,6,6,3,0,1,4,1,9,2.6,+3
4,Alperen Sengun,30:37,11,16,.688,1,2,.500,0,0,,2,8,10,5,0,1,4,4,23,18.6,+21
5,Tari Eason,17:01,1,2,.500,0,1,.000,0,0,,0,5,5,0,0,1,0,2,2,2.4,-18
6,Jae'Sean Tate,16:10,2,3,.667,0,0,,0,0,,1,2,3,2,1,0,0,1,4,6.0,+6
7,Aaron Holiday,15:08,0,3,.000,0,2,.000,0,0,,0,0,0,5,0,0,1,4,0,-1.2,+2
8,Jeff Green,13:56,5,5,1.000,0,0,,3,3,1.000,0,2,2,0,0,0,0,2,13,11.3,-15
9,Jock Landale,3:32,0,0,,0,0,,0,0,,1,0,1,1,0,0,1,1,0,0.0,-6
10,Reggie Bullock,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,Nate Hinton,Did Not Play,,,,,,,,,,,,,,,,,,,,
12,Boban Marjanović,Did Not Play,,,,,,,,,,,,,,,,,,,,
13,Jermaine Samuels,Did Not Play,,,,,,,,,,,,,,,,,,,,
14,Cam Whitmore,Did Not Play,,,,,,,,,,,,,,,,,,,,
