,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Cade Cunningham,36:03,.710,.658,.368,.421,6.8,8.5,7.7,43.2,0.0,5.0,18.2,34.1,129,123,9.0
1,Ausar Thompson,35:37,.595,.700,.600,.400,0.0,11.5,6.3,11.9,4.2,0.0,40.5,12.4,75,114,-5.2
2,Simone Fontecchio,32:58,.667,.667,.556,.000,0.0,9.3,5.1,4.7,0.0,0.0,18.2,14.9,104,125,-7.0
3,Jalen Duren,31:20,.431,.364,.000,.364,19.6,35.9,28.5,19.2,1.6,2.9,0.0,18.2,125,109,-0.3
4,Jaden Ivey,24:02,.535,.350,.400,.700,5.1,4.2,4.6,18.7,2.1,0.0,7.1,26.2,122,122,-2.7
5,Quentin Grimes,23:58,.678,.611,.667,.333,0.0,12.8,7.0,13.4,2.1,11.3,16.2,23.0,119,113,6.6
6,Evan Fournier,19:37,.700,.700,.600,.000,0.0,0.0,0.0,8.0,5.1,0.0,28.6,15.9,95,117,-4.2
7,James Wiseman,16:40,.500,.500,.000,.000,14.8,24.5,20.1,8.9,3.0,0.0,20.0,13.4,106,112,-4.8
8,Malachi Flynn,11:57,.581,.583,.333,.333,0.0,25.6,14.0,31.0,0.0,0.0,0.0,25.7,130,118,-0.2
9,Tosan Evbuomwan,7:48,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,200,129,-4.0
10,Troy Brown Jr.,Did Not Play,,,,,,,,,,,,,,,
11,Shake Milton,Did Not Play,,,,,,,,,,,,,,,
12,Mike Muscala,Did Not Play,,,,,,,,,,,,,,,
13,Isaiah Stewart,Not With Team,,,,,,,,,,,,,,,
