,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,GG Jackson II,30:07,.517,.375,.500,.750,0.0,12.9,5.4,17.2,1.6,0.0,22.0,19.3,92,127,-5.5
1,Luke Kennard,30:05,.431,.400,.700,.100,0.0,21.6,9.1,30.4,0.0,4.7,27.7,20.5,75,127,-9.3
2,Jake LaRavia,27:57,.556,.556,.556,.000,3.4,4.6,3.9,7.1,1.8,0.0,18.2,16.8,89,128,-6.2
3,Jaren Jackson Jr.,25:42,.202,.111,.333,.222,3.7,15.1,8.5,6.4,1.9,5.5,23.3,21.4,43,123,-19.5
4,Scotty Pippen Jr.,21:09,.506,.450,.400,.200,0.0,18.4,7.7,20.7,2.3,6.7,21.6,28.0,83,120,-6.4
5,Mãozinha Pereira,28:37,.518,.400,.200,.800,13.2,18.1,15.2,6.1,3.5,14.8,12.9,11.6,114,112,-1.3
6,Jordan Goodwin,26:39,.533,.533,.400,.000,17.7,29.2,22.5,26.8,3.7,0.0,11.8,27.2,105,120,6.2
7,Lamar Stevens,21:07,.350,.350,.500,.000,4.5,18.4,10.3,18.8,2.4,0.0,0.0,20.2,87,125,-5.1
8,Brandon Clarke,19:41,.658,.667,.111,.222,0.0,26.4,11.1,44.7,2.5,7.2,0.0,21.4,137,118,10.9
9,Zavier Simpson,8:56,.000,.000,.000,.000,10.5,0.0,6.1,69.3,5.6,0.0,50.0,9.6,88,119,1.0
10,Vince Williams Jr.,Did Not Dress,,,,,,,,,,,,,,,
11,Ziaire Williams,Did Not Dress,,,,,,,,,,,,,,,
