,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Vince Williams Jr.,36:47,6,13,.462,2,6,.333,0,0,,0,2,2,8,2,0,3,3,14,11.3,-9
1,John Konchar,34:36,4,8,.500,0,3,.000,0,0,,4,6,10,2,4,1,1,2,8,12.9,-4
2,Jaren Jackson Jr.,33:36,12,23,.522,5,9,.556,0,0,,1,2,3,3,1,2,5,4,29,16.9,+2
3,Santi Aldama,32:28,5,14,.357,1,7,.143,0,2,.000,1,5,6,3,2,0,0,1,11,8.3,-3
4,Jacob Gilyard,21:20,2,6,.333,2,6,.333,0,0,,0,3,3,4,1,0,1,0,6,6.3,-2
5,GG Jackson II,26:24,7,14,.500,2,6,.333,0,1,.000,1,0,1,2,2,1,1,1,16,12.0,-4
6,Luke Kennard,24:25,3,7,.429,2,5,.400,3,3,1.000,0,0,0,4,0,0,1,1,11,8.7,-6
7,Derrick Rose,16:00,4,7,.571,2,2,1.000,0,0,,0,4,4,5,0,0,0,0,10,11.4,-8
8,Trey Jemison,14:24,0,0,,0,0,,1,2,.500,2,1,3,2,0,1,0,1,1,4.0,-11
9,Lamar Stevens,Did Not Play,,,,,,,,,,,,,,,,,,,,
10,Yuta Watanabe,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,Ziaire Williams,Did Not Dress,,,,,,,,,,,,,,,,,,,,
