,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Devin Vassell,44:41,.523,.523,.455,.000,0.0,4.2,2.5,25.8,1.1,0.0,8.3,25.6,107,124,-3.4
1,Victor Wembanyama,37:42,.733,.682,.409,.545,17.6,37.7,29.3,38.3,2.7,1.9,12.8,39.6,139,105,17.9
2,Tre Jones,35:29,.945,.917,.833,.333,0.0,10.7,6.2,15.7,0.0,0.0,22.5,11.9,142,124,-0.2
3,Julian Champagnie,28:23,.676,.625,.500,.250,4.7,13.3,9.7,10.2,0.0,0.0,18.4,18.3,116,123,-2.3
4,Jeremy Sochan,16:45,.667,.667,.000,.000,0.0,0.0,0.0,8.4,0.0,0.0,0.0,8.5,140,129,-4.0
5,Keldon Johnson,34:50,.738,.625,.750,1.000,3.8,10.9,7.9,16.1,0.0,0.0,14.8,18.5,139,124,0.8
6,Cedi Osman,20:27,.500,.500,.250,.000,0.0,0.0,0.0,13.4,0.0,0.0,0.0,9.3,121,129,-6.6
7,Malaki Branham,18:43,.868,1.000,.500,1.000,0.0,10.1,5.9,16.0,0.0,0.0,14.8,17.2,138,124,4.7
8,Zach Collins,15:10,.307,.250,.750,.500,8.7,12.5,10.9,17.3,0.0,4.8,17.0,18.5,84,120,-9.6
9,Blake Wesley,12:50,1.064,1.000,.000,2.000,0.0,36.9,21.5,31.1,0.0,0.0,34.7,10.7,161,113,-0.8
10,Devonte' Graham,Did Not Play,,,,,,,,,,,,,,,
11,Sandro Mamukelashvili,Did Not Play,,,,,,,,,,,,,,,
