,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Luka Dončić,44:43,.912,.879,.394,.485,0.0,25.0,14.7,31.1,1.0,0.0,9.1,42.2,169,137,20.7
1,Josh Green,35:15,.815,.833,.417,.167,4.5,3.2,3.7,13.6,0.0,0.0,18.9,19.3,136,145,-1.9
2,Grant Williams,28:01,.654,.583,.500,.333,0.0,19.9,11.7,14.9,0.0,0.0,12.7,12.0,137,140,-3.1
3,Dereck Lively II,27:33,.571,.571,.000,.286,11.6,36.5,26.3,15.8,1.7,11.1,11.3,13.8,134,124,3.2
4,Derrick Jones Jr.,17:51,1.000,1.000,.000,.000,0.0,6.3,3.7,5.6,0.0,0.0,50.0,4.8,108,144,-7.6
5,Tim Hardaway Jr.,32:09,.472,.375,.750,.333,5.0,10.4,8.2,9.6,0.0,0.0,12.7,21.0,103,143,-10.9
6,Dante Exum,26:52,.654,.667,.333,.333,0.0,0.0,0.0,11.7,0.0,0.0,12.7,12.6,128,145,-5.8
7,Richaun Holmes,13:51,1.000,1.000,.000,.000,11.6,16.1,14.2,7.9,0.0,5.5,0.0,6.2,213,137,2.7
8,Jaden Hardy,13:45,.515,.417,.500,.667,11.6,0.0,4.8,7.9,3.4,0.0,0.0,24.2,125,138,-5.0
9,Seth Curry,Did Not Play,,,,,,,,,,,,,,,
10,A.J. Lawson,Did Not Play,,,,,,,,,,,,,,,
11,Markieff Morris,Did Not Play,,,,,,,,,,,,,,,
12,Brandon Williams,Did Not Play,,,,,,,,,,,,,,,
