,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Damian Lillard,49:14,.421,.362,.483,.241,1.7,7.7,4.5,24.5,1.0,0.0,5.9,28.6,94,111,-3.7
1,Giannis Antetokounmpo,46:25,.525,.560,.040,.240,14.5,26.6,20.2,43.6,2.0,5.9,20.2,30.8,100,97,8.9
2,Malik Beasley,40:12,.583,.583,.778,.000,0.0,7.1,3.3,3.9,1.2,2.3,5.3,19.5,104,109,1.2
3,Khris Middleton,38:34,.378,.333,.467,.133,4.4,9.9,6.9,24.5,1.2,0.0,5.9,18.1,96,109,-4.0
4,Brook Lopez,33:10,.643,.643,.571,.000,2.5,14.3,8.1,4.2,1.4,0.0,0.0,8.7,131,107,-1.1
5,Bobby Portis,30:20,.567,.533,.200,.133,8.3,31.3,19.1,0.0,1.6,3.0,5.9,23.0,109,98,2.5
6,Pat Connaughton,21:46,.375,.375,1.000,.000,0.0,13.1,6.1,51.8,0.0,0.0,33.3,11.4,100,111,2.1
7,Jae Crowder,18:15,.625,.625,.500,.000,0.0,10.4,4.9,0.0,2.6,0.0,0.0,9.0,117,106,-1.8
8,A.J. Green,12:04,.000,.000,1.000,.000,0.0,15.8,7.4,0.0,3.9,0.0,0.0,6.8,0,100,-10.3
9,Thanasis Antetokounmpo,Did Not Play,,,,,,,,,,,,,,,
10,MarJon Beauchamp,Did Not Play,,,,,,,,,,,,,,,
11,Danilo Gallinari,Did Not Play,,,,,,,,,,,,,,,
12,Andre Jackson Jr.,Did Not Play,,,,,,,,,,,,,,,
13,Chris Livingston,Did Not Play,,,,,,,,,,,,,,,
14,TyTy Washington Jr.,Did Not Play,,,,,,,,,,,,,,,
