,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Zach LaVine,35:56,.600,.559,.529,.176,0.0,6.1,3.0,4.1,2.9,0.0,0.0,22.9,131,126,4.0
1,Nikola Vučević,35:39,.618,.618,.176,.000,15.3,45.9,30.6,4.7,2.9,0.0,15.0,25.2,116,111,2.7
2,Coby White,32:56,.388,.375,.500,.167,0.0,3.3,1.7,16.1,0.0,0.0,18.9,21.7,79,134,-13.2
3,DeMar DeRozan,32:48,.512,.385,.077,.462,3.3,6.7,5.0,29.5,1.6,0.0,11.3,24.2,117,129,-1.1
4,Patrick Williams,24:57,.000,.000,.833,.000,4.4,8.7,6.6,4.6,2.1,5.8,25.0,14.4,19,125,-17.4
5,Alex Caruso,22:02,.500,.500,.500,.000,9.9,9.9,9.9,6.1,2.4,6.6,25.0,16.3,92,123,-6.6
6,Torrey Craig,17:23,.500,.500,.500,.000,12.6,18.8,15.7,7.0,0.0,0.0,0.0,5.2,149,128,-5.2
7,Jevon Carter,15:21,.857,.857,.286,.000,0.0,7.1,3.6,23.7,3.4,9.5,12.5,23.4,150,121,19.5
8,Andre Drummond,12:21,.800,.800,.000,.000,8.8,17.7,13.2,0.0,8.5,0.0,0.0,18.2,164,108,11.0
9,Ayo Dosunmu,10:37,1.000,1.000,.750,.000,0.0,10.3,5.1,15.9,0.0,0.0,0.0,16.9,201,131,14.9
10,Julian Phillips,Did Not Play,,,,,,,,,,,,,,,
11,Terry Taylor,Did Not Play,,,,,,,,,,,,,,,
