,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Luka Dončić,40:03,5,16,.313,1,8,.125,7,9,.778,0,7,7,10,2,1,6,2,18,13.0,+11
1,Dereck Lively II,33:21,3,5,.600,0,0,,1,4,.250,7,6,13,6,2,1,1,3,7,14.9,+15
2,Derrick Jones Jr.,31:18,7,13,.538,3,9,.333,0,0,,1,4,5,1,0,0,0,2,17,12.5,+11
3,Grant Williams,30:09,7,10,.700,7,9,.778,4,6,.667,2,3,5,1,1,0,0,1,25,23.6,+13
4,Josh Green,26:17,1,5,.200,1,5,.200,0,0,,0,3,3,1,0,0,2,2,3,-1.3,+14
5,Tim Hardaway Jr.,27:29,8,15,.533,7,13,.538,1,1,1.000,0,3,3,2,1,0,2,0,24,18.0,-9
6,Jaden Hardy,14:12,3,7,.429,1,2,.500,2,2,1.000,0,1,1,1,0,0,0,0,9,6.3,+6
7,Seth Curry,12:29,2,5,.400,0,1,.000,0,0,,2,1,3,0,0,0,1,0,4,2.0,-5
8,Dwight Powell,10:29,0,0,,0,0,,5,6,.833,1,0,1,1,0,0,0,1,5,5.6,-5
9,Dante Exum,10:03,1,3,.333,0,0,,0,0,,0,2,2,0,1,0,1,0,2,0.9,-5
10,Maxi Kleber,4:10,0,2,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,0,0,-0.8,-1
11,Richaun Holmes,Did Not Play,,,,,,,,,,,,,,,,,,,,
12,Markieff Morris,Did Not Play,,,,,,,,,,,,,,,,,,,,
13,Olivier-Maxence Prosper,Did Not Play,,,,,,,,,,,,,,,,,,,,
