,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Fred VanVleet,40:05,.610,.550,.433,.333,7.2,12.6,9.5,32.7,2.5,2.5,5.5,38.0,138,130,12.0
1,Amen Thompson,35:24,.545,.500,.083,.333,16.3,14.3,15.4,17.0,2.9,0.0,6.8,17.5,137,130,-0.3
2,Dillon Brooks,27:05,.286,.286,.357,.000,10.6,4.7,8.1,5.4,3.8,0.0,6.7,23.2,78,131,-18.4
3,Jabari Smith Jr.,25:45,.583,.583,.667,.000,0.0,14.7,6.4,10.8,0.0,7.8,0.0,9.8,139,133,-2.6
4,Jalen Green,18:42,.214,.214,.714,.000,0.0,6.8,2.9,6.9,0.0,0.0,30.0,22.4,40,139,-28.5
5,Jock Landale,27:17,1.160,1.167,.333,.667,3.5,0.0,2.0,10.1,1.9,3.7,20.5,7.5,185,135,-0.6
6,Cam Whitmore,26:50,.705,.636,.727,.364,0.0,18.8,8.1,23.0,0.0,7.5,13.6,23.0,137,131,5.6
7,Jeff Green,22:04,.825,.786,.714,.286,4.4,28.6,14.8,0.0,0.0,0.0,0.0,14.9,175,131,2.4
8,Aaron Holiday,11:19,.600,.600,1.000,.000,17.0,0.0,9.6,13.5,0.0,0.0,0.0,18.5,152,141,2.4
9,Reggie Bullock,5:29,,,,,0.0,23.0,9.9,0.0,9.3,0.0,,0.0,0,112,0.9
10,Nate Hinton,Did Not Play,,,,,,,,,,,,,,,
11,Boban Marjanović,Did Not Play,,,,,,,,,,,,,,,
12,Jermaine Samuels,Did Not Play,,,,,,,,,,,,,,,
13,Jeenathan Williams,Did Not Play,,,,,,,,,,,,,,,
