,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Jalen Johnson,40:00,.500,.500,.286,.000,0.0,13.7,6.8,8.5,2.3,1.7,41.7,11.1,69,124,-8.6
1,Trae Young,39:58,.586,.516,.516,.419,4.5,4.6,4.5,34.0,2.3,0.0,9.8,37.8,130,129,9.6
2,Dejounte Murray,39:20,.431,.357,.381,.238,6.9,7.0,6.9,25.1,2.3,0.0,4.1,22.8,121,128,-2.0
3,De'Andre Hunter,39:04,.655,.563,.438,.438,6.9,18.7,12.8,0.0,1.2,3.5,5.0,19.1,144,123,2.2
4,Clint Capela,27:25,.875,.875,.000,.000,29.5,20.0,24.8,0.0,0.0,7.4,0.0,10.8,195,123,7.0
5,Bogdan Bogdanović,25:35,.453,.433,.733,.067,3.5,10.7,7.1,15.3,1.8,2.7,6.1,23.9,111,126,-3.6
6,Onyeka Okongwu,25:24,.600,.600,.200,.000,14.1,21.6,17.8,0.0,0.0,2.7,0.0,14.6,144,125,-2.1
7,Saddiq Bey,24:54,.644,.563,.375,.375,0.0,7.3,3.6,5.0,3.7,0.0,17.7,16.9,116,124,-2.4
8,AJ Griffin,3:16,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,136,-7.7
9,Bruno Fernando,Did Not Play,,,,,,,,,,,,,,,
10,Trent Forrest,Did Not Play,,,,,,,,,,,,,,,
11,Garrison Mathews,Did Not Play,,,,,,,,,,,,,,,
12,Wesley Matthews,Did Not Play,,,,,,,,,,,,,,,
13,Patty Mills,Did Not Play,,,,,,,,,,,,,,,
