,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Anthony Edwards,42:22,.325,.259,.259,.185,2.9,10.4,6.9,12.4,1.2,2.3,14.6,37.0,63,109,-12.0
1,Jaden McDaniels,39:34,.528,.500,.364,.273,0.0,14.0,7.4,8.3,0.0,0.0,7.5,15.4,101,112,-3.8
2,Rudy Gobert,36:41,.444,.429,.000,.286,13.4,39.1,27.0,8.3,1.4,5.4,20.2,12.3,94,99,-1.8
3,Kyle Anderson,35:21,.530,.556,.000,.111,0.0,9.4,4.9,23.8,1.4,0.0,9.6,13.5,106,111,0.8
4,Mike Conley,32:00,.393,.364,.455,.091,3.9,6.9,5.5,25.6,0.0,0.0,8.0,17.8,91,115,-4.9
5,Naz Reid,32:18,.790,.750,.611,.444,0.0,17.1,9.0,14.5,1.6,6.1,4.4,31.9,144,104,24.1
6,Nickeil Alexander-Walker,24:42,.250,.250,.375,.000,0.0,8.9,4.7,12.4,0.0,0.0,0.0,14.8,63,114,-9.3
7,T.J. Warren,11:27,1.000,1.000,.000,.000,10.8,28.9,20.3,0.0,0.0,0.0,25.0,16.0,132,108,1.4
8,Jordan McLaughlin,10:35,1.136,,,,0.0,10.4,5.5,51.4,4.8,0.0,0.0,3.8,234,103,13.7
9,Luka Garza,Did Not Play,,,,,,,,,,,,,,,
10,Josh Minott,Did Not Play,,,,,,,,,,,,,,,
11,Wendell Moore Jr.,Did Not Play,,,,,,,,,,,,,,,
12,Daishen Nix,Did Not Play,,,,,,,,,,,,,,,
