,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Anthony Davis,41:00,10,20,.500,0,1,.000,10,12,.833,2,11,13,6,0,3,1,0,30,29.2,+17
1,Cam Reddish,37:52,7,10,.700,1,3,.333,3,3,1.000,1,6,7,2,3,1,1,1,18,20.0,+10
2,Taurean Prince,33:10,5,9,.556,0,3,.000,1,1,1.000,0,3,3,1,1,0,1,2,11,7.5,+1
3,Rui Hachimura,32:58,6,10,.600,1,3,.333,6,6,1.000,1,4,5,2,2,0,1,1,19,18.3,+17
4,D'Angelo Russell,31:53,5,14,.357,0,3,.000,1,2,.500,1,4,5,11,1,0,1,2,11,11.6,+4
5,Austin Reaves,28:28,6,12,.500,2,4,.500,4,4,1.000,0,4,4,4,0,0,1,0,18,15.0,+3
6,Christian Wood,15:02,1,4,.250,0,2,.000,5,7,.714,1,0,1,0,0,0,1,2,7,2.7,-11
7,Max Christie,12:37,0,1,.000,0,0,,0,0,,1,2,3,0,1,0,1,0,0,0.6,0
8,Jaxson Hayes,7:00,1,4,.250,0,0,,0,2,.000,0,0,0,1,0,0,1,3,2,-2.7,-11
9,Alex Fudge,Did Not Play,,,,,,,,,,,,,,,,,,,,
10,D'Moi Hodge,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,Maxwell Lewis,Did Not Play,,,,,,,,,,,,,,,,,,,,
