,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Darius Garland,40:46,.542,.528,.667,.056,3.3,0.0,1.6,39.6,0.0,0.0,5.1,23.9,120,127,-0.6
1,Jarrett Allen,38:50,.799,.769,.000,.462,6.9,58.5,33.4,16.4,0.0,0.0,11.3,22.8,144,115,7.1
2,Isaac Okoro,38:27,.583,.583,.500,.000,0.0,3.3,1.7,4.0,0.0,0.0,0.0,7.8,114,127,-7.0
3,Caris LeVert,36:56,.639,.500,.444,.889,3.6,13.7,8.8,52.3,2.9,2.8,28.5,23.8,120,116,5.5
4,Georges Niang,34:49,.551,.500,.733,.200,0.0,10.9,5.6,5.2,1.6,0.0,5.8,25.0,101,122,-4.5
5,Sam Merrill,20:37,.667,.667,1.000,.000,0.0,6.1,3.1,0.0,0.0,0.0,10.0,24.3,100,126,-3.2
6,Marcus Morris,16:15,.515,.500,.667,.667,8.2,7.8,8.0,27.7,0.0,0.0,20.5,15.1,114,126,-2.8
7,Tristan Thompson,9:23,.000,.000,.000,.000,14.2,40.4,27.7,14.6,0.0,10.9,0.0,5.3,106,110,-5.6
8,Craig Porter Jr.,3:57,.532,.000,1.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,120,127,-13.7
9,Emoni Bates,Did Not Play,,,,,,,,,,,,,,,
10,Ty Jerome,Did Not Dress,,,,,,,,,,,,,,,
11,Damian Jones,Did Not Play,,,,,,,,,,,,,,,
