,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Paul George,39:06,.510,.400,.500,.400,2.7,13.6,8.6,4.5,3.8,2.4,11.3,29.1,98,100,1.8
1,James Harden,35:57,.607,.556,.556,.222,0.0,19.8,10.7,21.8,2.8,0.0,33.6,17.8,88,102,-2.5
2,Kawhi Leonard,35:56,.504,.469,.375,.125,0.0,14.8,8.0,10.0,2.8,2.6,5.6,21.4,102,102,1.6
3,Russell Westbrook,31:16,.361,.361,.278,.000,10.0,11.4,10.7,45.8,0.0,0.0,5.3,26.1,95,112,0.1
4,Ivica Zubac,29:20,.556,.556,.000,.000,10.7,21.2,16.4,5.9,0.0,9.6,10.0,14.6,111,102,-1.7
5,Norman Powell,22:29,.625,.625,.625,.000,0.0,4.0,2.1,7.8,4.4,8.4,11.1,17.2,109,100,7.4
6,P.J. Tucker,20:48,.436,.333,.333,.333,15.1,12.8,13.8,20.5,2.4,4.5,0.0,7.1,139,103,4.5
7,Terance Mann,19:21,.000,.000,1.000,.000,0.0,18.4,9.9,6.9,0.0,0.0,50.0,8.9,13,109,-15.2
8,Bones Hyland,5:47,.333,.333,.333,.000,18.0,15.4,16.6,0.0,0.0,0.0,14.3,52.0,64,110,-17.1
9,Kobe Brown,Did Not Play,,,,,,,,,,,,,,,
10,Amir Coffey,Did Not Play,,,,,,,,,,,,,,,
11,Moussa Diabaté,Did Not Play,,,,,,,,,,,,,,,
