,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Scottie Barnes,37:51,8,18,.444,0,3,.000,5,5,1.000,3,9,12,12,0,5,3,1,21,24.9,-4
1,Immanuel Quickley,34:55,8,16,.500,3,7,.429,0,0,,0,6,6,2,2,1,4,3,19,11.7,+15
2,RJ Barrett,32:41,11,16,.688,2,3,.667,0,3,.000,0,2,2,5,0,0,2,4,24,16.5,+13
3,Gary Trent Jr.,30:35,5,12,.417,1,6,.167,0,0,,1,4,5,2,0,0,0,2,11,7.1,+2
4,Jakob Poeltl,21:38,7,10,.700,0,0,,1,1,1.000,5,5,10,4,0,1,0,3,15,18.1,+10
5,Kelly Olynyk,23:16,2,4,.500,1,2,.500,2,4,.500,1,1,2,5,1,0,1,3,7,7.5,0
6,Gradey Dick,22:48,7,9,.778,4,4,1.000,0,0,,2,3,5,2,1,0,0,0,18,19.2,+3
7,Ochai Agbaji,19:53,4,7,.571,1,2,.500,4,4,1.000,0,2,2,2,0,0,0,0,13,11.7,+9
8,Bruce Brown,16:23,1,4,.250,0,1,.000,0,0,,0,1,1,1,0,0,1,1,2,-0.8,-8
9,Chris Boucher,Did Not Play,,,,,,,,,,,,,,,,,,,,
10,D.J. Carton,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,Jalen McDaniels,Did Not Play,,,,,,,,,,,,,,,,,,,,
12,Jordan Nwora,Did Not Play,,,,,,,,,,,,,,,,,,,,
13,Garrett Temple,Did Not Play,,,,,,,,,,,,,,,,,,,,
