,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Keyonte George,35:07,.693,.676,.588,.235,0.0,3.2,1.6,28.6,0.0,6.4,13.8,29.5,127,142,4.1
1,Collin Sexton,31:17,.608,.594,.250,.063,18.7,7.1,12.8,28.2,0.0,3.6,23.3,32.6,111,141,-3.7
2,John Collins,29:19,.465,.333,.444,.444,0.0,15.2,7.8,0.0,0.0,7.6,8.5,19.1,92,136,-9.1
3,Brice Sensabaugh,23:03,.200,.200,.400,.000,0.0,19.4,9.9,21.4,0.0,0.0,0.0,10.3,87,138,-8.5
4,Luka Šamanić,14:19,.717,.625,.250,.500,8.2,46.8,27.9,9.8,0.0,0.0,0.0,16.2,161,127,6.1
5,Jordan Clarkson,33:41,.583,.583,.222,.000,0.0,0.0,0.0,10.7,1.6,0.0,5.3,26.9,113,142,-5.4
6,Kris Dunn,24:25,.500,.500,.500,.000,0.0,13.7,7.0,21.2,2.2,4.6,0.0,11.7,129,133,0.4
7,Walker Kessler,18:41,1.000,1.000,.000,.000,18.8,29.9,24.5,6.7,0.0,6.0,0.0,2.5,224,131,1.1
8,Talen Horton-Tucker,17:16,.357,.357,.286,.000,0.0,12.9,6.6,0.0,6.2,0.0,0.0,19.3,75,126,-6.7
9,Micah Potter,12:52,1.333,1.333,.667,.000,0.0,17.4,8.9,0.0,0.0,0.0,0.0,11.1,267,139,10.6
10,Johnny Juzang,Did Not Play,,,,,,,,,,,,,,,
11,Kira Lewis Jr.,Did Not Play,,,,,,,,,,,,,,,
12,Kenneth Lofton Jr.,Did Not Play,,,,,,,,,,,,,,,
13,Omer Yurtseven,Did Not Play,,,,,,,,,,,,,,,
