,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Jalen Brunson,39:56,.739,.688,.500,.417,5.2,13.0,8.7,37.9,1.2,0.0,3.4,31.7,157,116,17.1
1,Julius Randle,38:12,.613,.619,.238,.286,5.5,27.2,15.1,38.8,0.0,2.7,11.3,30.1,124,115,6.3
2,Mitchell Robinson,30:56,.615,.500,.000,.500,20.2,12.6,16.8,4.1,1.6,3.4,17.0,8.2,145,113,-1.7
3,RJ Barrett,23:56,.512,.458,.500,.500,0.0,5.4,2.4,13.0,0.0,0.0,12.0,30.0,99,120,-9.0
4,Quentin Grimes,16:12,.000,.000,.600,.000,0.0,8.0,3.6,0.0,6.0,0.0,0.0,13.3,0,106,-14.8
5,Josh Hart,32:06,.735,.833,.667,1.333,0.0,28.3,12.6,7.9,3.1,0.0,17.4,7.7,127,110,0.0
6,Donte DiVincenzo,22:37,.750,.750,1.000,.000,0.0,17.2,7.7,13.1,0.0,4.6,0.0,15.3,155,115,7.1
7,Immanuel Quickley,18:59,.250,.250,.500,.000,0.0,6.8,3.0,14.1,0.0,0.0,9.1,25.0,62,120,-17.5
8,Isaiah Hartenstein,17:04,1.000,1.000,.000,.000,12.2,7.6,10.2,0.0,5.7,0.0,66.7,7.6,84,106,-7.9
9,Ryan Arcidiacono,Did Not Play,,,,,,,,,,,,,,,
10,Evan Fournier,Did Not Play,,,,,,,,,,,,,,,
11,DaQuan Jeffries,Did Not Play,,,,,,,,,,,,,,,
12,Miles McBride,Did Not Play,,,,,,,,,,,,,,,
13,Jericho Sims,Did Not Play,,,,,,,,,,,,,,,
