,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Luka Dončić,40:26,.308,.259,.444,.185,0.0,25.8,13.5,51.5,1.2,0.0,12.0,36.7,78,103,-3.6
1,Kyrie Irving,38:25,.640,.619,.238,.095,3.0,16.3,9.9,13.5,2.4,0.0,4.4,26.6,120,103,4.2
2,P.J. Washington,34:01,.500,.500,.625,.000,3.4,15.3,9.6,0.0,0.0,2.8,0.0,10.5,98,107,-3.3
3,Daniel Gafford,24:11,.742,.714,.000,.571,0.0,34.5,18.0,17.5,1.9,4.0,10.2,18.0,135,96,6.7
4,Derrick Jones Jr.,15:27,.694,.500,.500,1.000,0.0,6.8,3.5,0.0,0.0,0.0,25.8,11.2,101,111,-7.6
5,Dante Exum,27:58,.901,.875,.500,.250,0.0,3.7,2.0,9.7,0.0,0.0,18.4,17.4,130,111,3.5
6,Maxi Kleber,21:48,1.250,1.250,.500,.000,0.0,4.8,2.5,22.2,0.0,0.0,0.0,4.1,237,111,5.0
7,Tim Hardaway Jr.,17:11,.500,.500,.400,.000,0.0,6.1,3.2,7.3,5.4,0.0,0.0,13.0,98,98,2.8
8,Dereck Lively II,16:03,.761,.714,.000,.286,7.1,26.0,17.0,10.3,0.0,6.0,0.0,21.9,153,101,7.9
9,Jaden Hardy,4:30,.500,.500,.000,.000,0.0,0.0,0.0,47.1,0.0,0.0,0.0,39.7,100,111,-6.1
10,A.J. Lawson,Did Not Play,,,,,,,,,,,,,,,
11,Markieff Morris,Did Not Play,,,,,,,,,,,,,,,
12,Dwight Powell,Did Not Play,,,,,,,,,,,,,,,
