,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Trae Young,39:57,15,29,.517,2,9,.222,13,16,.813,0,4,4,14,2,0,2,1,45,40.1,-1
1,Dejounte Murray,34:46,10,21,.476,2,4,.500,2,2,1.000,0,3,3,2,5,0,0,1,24,20.2,-1
2,Saddiq Bey,33:58,5,8,.625,3,4,.750,0,0,,2,2,4,0,3,0,1,3,13,12.2,0
3,Clint Capela,22:54,6,9,.667,0,0,,0,0,,4,5,9,1,0,1,2,4,12,10.2,+8
4,De'Andre Hunter,21:42,3,8,.375,2,4,.500,4,4,1.000,0,6,6,2,1,0,3,6,12,6.4,-5
5,Bogdan Bogdanović,31:44,5,10,.500,2,4,.500,2,2,1.000,0,2,2,3,2,0,1,4,14,11.1,+12
6,Onyeka Okongwu,28:04,3,6,.500,1,3,.333,4,5,.800,2,6,8,0,0,0,1,4,11,8.2,-4
7,Wesley Matthews,14:41,1,1,1.000,1,1,1.000,0,0,,0,0,0,2,0,1,0,1,3,4.4,+1
8,Garrison Mathews,12:14,1,4,.250,1,4,.250,0,0,,0,1,1,0,1,0,0,1,3,1.5,0
9,Bruno Fernando,Did Not Play,,,,,,,,,,,,,,,,,,,,
10,Trent Forrest,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,AJ Griffin,Did Not Play,,,,,,,,,,,,,,,,,,,,
12,Patty Mills,Did Not Play,,,,,,,,,,,,,,,,,,,,
