,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Domantas Sabonis,38:37,.709,.667,.000,.222,5.5,40.3,21.2,25.2,0.0,0.0,37.8,18.0,101,114,-5.1
1,De'Aaron Fox,36:47,.417,.417,.500,.000,8.7,7.1,8.0,27.2,8.0,2.3,9.1,39.4,89,102,3.6
2,Keegan Murray,29:33,.727,.727,.364,.000,3.6,4.4,4.0,6.3,0.0,5.8,8.3,17.8,131,118,1.3
3,Harrison Barnes,28:12,.570,.429,.286,1.143,0.0,9.2,4.2,5.3,1.7,3.0,8.7,17.9,113,115,-4.2
4,Keon Ellis,20:50,.333,.333,.667,.000,0.0,6.2,2.8,0.0,2.4,0.0,0.0,6.3,71,115,-12.6
5,Malik Monk,29:29,.622,.500,.538,.538,0.0,4.4,2.0,23.9,1.7,2.9,11.1,26.9,122,116,1.5
6,Davion Mitchell,19:22,.833,.833,.333,.000,5.5,6.7,6.0,7.7,2.5,0.0,25.0,9.1,127,116,-1.1
7,Chris Duarte,19:18,.188,.188,.875,.000,5.5,13.4,9.1,14.4,2.6,8.9,11.1,20.5,56,108,-7.2
8,Kessler Edwards,9:12,.750,.750,.500,.000,11.6,28.2,19.1,16.4,5.4,0.0,0.0,9.5,169,104,9.8
9,Alex Len,8:36,1.136,,,,12.4,45.3,27.2,0.0,0.0,0.0,0.0,4.5,244,113,-0.7
10,Colby Jones,Did Not Play,,,,,,,,,,,,,,,
11,JaVale McGee,Did Not Play,,,,,,,,,,,,,,,
12,Jalen Slawson,Did Not Play,,,,,,,,,,,,,,,
