,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Alperen Sengun,42:48,8,19,.421,0,4,.000,5,6,.833,1,14,15,8,2,1,5,4,21,17.1,+12
1,Fred VanVleet,38:59,6,12,.500,3,5,.600,2,2,1.000,0,6,6,11,1,2,1,3,17,20.7,+30
2,Jabari Smith Jr.,37:58,6,9,.667,2,3,.667,2,2,1.000,3,12,15,1,1,1,2,2,16,17.4,+16
3,Jalen Green,35:58,10,18,.556,3,8,.375,2,3,.667,0,5,5,2,3,0,3,0,25,18.9,0
4,Dillon Brooks,29:54,2,8,.250,2,3,.667,2,2,1.000,1,0,1,2,0,0,2,4,8,1.7,+8
5,Tari Eason,15:49,3,6,.500,1,2,.500,0,0,,1,3,4,1,1,0,0,2,7,6.5,+9
6,Jae'Sean Tate,15:48,2,4,.500,0,1,.000,0,0,,0,3,3,0,0,1,1,4,4,1.0,+6
7,Aaron Holiday,14:42,3,4,.750,1,1,1.000,0,0,,0,0,0,0,1,1,0,2,7,6.3,+2
8,Jeff Green,8:03,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,3,0,0,0,0.7,+12
9,Reggie Bullock,Did Not Play,,,,,,,,,,,,,,,,,,,,
10,Jock Landale,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,Boban Marjanović,Did Not Play,,,,,,,,,,,,,,,,,,,,
12,Jeenathan Williams,Did Not Play,,,,,,,,,,,,,,,,,,,,
