,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,John Collins,35:29,7,12,.583,1,5,.200,5,5,1.000,3,10,13,2,2,4,2,1,20,23.3,-18
1,Simone Fontecchio,31:27,3,8,.375,2,5,.400,0,2,.000,0,2,2,0,0,0,2,4,8,-0.2,-19
2,Walker Kessler,31:07,4,9,.444,0,0,,0,0,,4,8,12,3,2,5,2,2,8,13.3,-10
3,Keyonte George,28:17,5,11,.455,2,5,.400,3,5,.600,0,0,0,3,1,0,1,1,15,10.2,-25
4,Jordan Clarkson,27:51,2,9,.222,0,3,.000,2,3,.667,1,3,4,5,1,0,1,2,6,4.4,-16
5,Talen Horton-Tucker,21:59,6,11,.545,1,4,.250,2,3,.667,0,1,1,5,1,1,2,0,15,12.8,+4
6,Kelly Olynyk,18:02,4,5,.800,1,1,1.000,4,4,1.000,0,4,4,2,1,0,0,3,13,13.5,+6
7,Collin Sexton,17:44,5,12,.417,1,4,.250,2,2,1.000,0,3,3,3,1,0,1,2,13,8.8,-1
8,Ochai Agbaji,16:33,2,4,.500,1,2,.500,0,0,,0,1,1,0,0,0,1,2,5,1.5,+5
9,Taylor Hendricks,11:30,0,3,.000,0,2,.000,0,0,,0,0,0,0,1,0,1,0,0,-2.1,+4
10,Kris Dunn,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,Luka Šamanić,Did Not Play,,,,,,,,,,,,,,,,,,,,
12,Omer Yurtseven,Did Not Play,,,,,,,,,,,,,,,,,,,,
