,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Kawhi Leonard,37:46,.663,.643,.286,.095,3.4,30.3,17.7,24.7,5.6,4.5,12.1,29.8,129,93,18.1
1,James Harden,36:34,.387,.292,.583,.417,7.1,18.8,13.3,14.2,5.8,0.0,22.0,22.5,83,100,-1.6
2,Ivica Zubac,34:50,.700,.700,.000,.000,14.9,16.4,15.7,8.8,0.0,2.4,9.1,14.3,143,112,3.9
3,Paul George,34:34,.392,.321,.357,.214,0.0,13.2,7.0,3.9,1.5,0.0,11.5,22.6,83,111,-10.2
4,Terance Mann,20:08,.625,.625,.250,.000,0.0,0.0,0.0,6.6,0.0,0.0,20.0,11.2,109,119,-4.5
5,Norman Powell,26:22,.625,.625,.125,.000,0.0,0.0,0.0,5.7,0.0,3.2,11.1,15.4,117,118,-1.7
6,Amir Coffey,19:10,.750,.750,.750,.000,6.8,6.0,6.3,0.0,2.8,0.0,20.0,11.8,124,111,4.0
7,Russell Westbrook,17:59,.363,.333,.167,.333,14.4,6.4,10.1,37.4,3.0,0.0,22.5,22.3,94,111,0.8
8,Mason Plumlee,12:37,.667,.667,.000,.000,20.6,18.1,19.3,0.0,0.0,0.0,14.3,25.1,121,113,0.0
9,Brandon Boston Jr.,Did Not Play,,,,,,,,,,,,,,,
10,Bones Hyland,Did Not Play,,,,,,,,,,,,,,,
11,Xavier Moon,Did Not Play,,,,,,,,,,,,,,,
12,Daniel Theis,Did Not Play,,,,,,,,,,,,,,,
13,P.J. Tucker,Did Not Play,,,,,,,,,,,,,,,
