,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Spencer Dinwiddie,37:31,10,18,.556,5,10,.500,4,6,.667,1,4,5,9,0,0,1,3,29,25.6,+25
1,Mikal Bridges,32:25,9,17,.529,3,5,.600,0,1,.000,1,4,5,4,4,0,6,2,21,14.2,+12
2,Cameron Johnson,29:03,7,11,.636,3,7,.429,3,4,.750,1,4,5,2,3,0,1,1,20,19.6,+21
3,Dorian Finney-Smith,24:05,2,5,.400,1,4,.250,0,0,,2,2,4,0,1,0,0,1,5,4.9,-6
4,Nic Claxton,20:50,3,5,.600,0,0,,2,2,1.000,2,4,6,0,1,2,1,4,8,8.1,+20
5,Royce O'Neale,33:50,4,6,.667,4,6,.667,1,2,.500,0,4,4,1,0,0,1,4,13,9.3,+15
6,Day'Ron Sharpe,23:49,4,7,.571,0,0,,3,5,.600,5,5,10,0,0,1,2,6,11,8.2,-2
7,Lonnie Walker IV,19:31,4,9,.444,3,6,.500,0,0,,0,2,2,1,2,0,2,0,11,7.6,+6
8,Dennis Smith Jr.,18:55,3,7,.429,0,1,.000,0,0,,1,2,3,5,2,0,1,3,6,6.9,+9
9,Harry Giles,Did Not Play,,,,,,,,,,,,,,,,,,,,
10,Cam Thomas,Did Not Dress,,,,,,,,,,,,,,,,,,,,
11,Trendon Watford,Did Not Play,,,,,,,,,,,,,,,,,,,,
