,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Duncan Robinson,37:35,.825,.786,.714,.286,0.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,164,131,3.7
1,Jimmy Butler,34:34,.755,.684,.263,.579,7.5,11.9,9.6,16.4,1.5,8.5,14.4,38.4,134,120,10.6
2,Bam Adebayo,33:31,.597,.533,.000,.267,7.7,20.5,13.9,18.8,3.1,0.0,10.7,26.7,122,119,-0.6
3,Kyle Lowry,24:25,.375,.375,.250,.000,5.3,11.2,8.2,14.7,6.3,0.0,0.0,7.8,123,114,0.2
4,Haywood Highsmith,22:50,.510,.400,.600,.400,0.0,6.0,2.9,0.0,0.0,0.0,14.5,14.4,89,129,-14.0
5,Jaime Jaquez Jr.,33:19,.556,.556,.556,.000,0.0,16.5,8.0,19.9,0.0,0.0,10.0,14.3,118,127,-4.8
6,Josh Richardson,25:51,.538,.500,.714,.143,0.0,10.6,5.2,15.3,4.0,0.0,0.0,13.7,126,119,-0.7
7,Kevin Love,15:39,.717,.625,.750,.500,8.3,70.1,38.3,34.2,0.0,0.0,0.0,14.9,174,113,12.2
8,Caleb Martin,12:16,.750,.750,.750,.000,10.6,0.0,5.4,22.9,0.0,0.0,20.0,19.5,134,131,1.1
9,Thomas Bryant,Did Not Play,,,,,,,,,,,,,,,
10,Nikola Jović,Did Not Play,,,,,,,,,,,,,,,
11,Orlando Robinson,Did Not Play,,,,,,,,,,,,,,,
12,Dru Smith,Did Not Play,,,,,,,,,,,,,,,
