,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Kyrie Irving,38:16,.836,.778,.389,.444,3.5,9.9,6.8,53.9,2.5,0.0,15.7,28.0,155,125,20.0
1,P.J. Washington,35:30,.207,.091,.636,.727,0.0,17.8,9.1,3.2,0.0,0.0,12.1,19.5,47,129,-18.7
2,Derrick Jones Jr.,31:51,.833,.833,.333,.000,4.2,0.0,2.0,0.0,1.5,0.0,14.3,9.2,138,129,-0.8
3,Daniel Gafford,25:52,.771,.727,.000,.273,30.9,44.0,37.6,6.6,0.0,3.9,14.0,23.2,145,122,6.3
4,Dante Exum,21:36,.394,.313,.250,.250,0.0,0.0,0.0,11.5,0.0,0.0,31.1,25.0,66,132,-17.9
5,Tim Hardaway Jr.,30:50,.829,.808,.692,.154,4.3,32.8,18.9,15.3,1.6,0.0,12.6,21.6,147,123,12.0
6,Maxi Kleber,20:37,.521,.500,.500,1.000,0.0,12.3,6.3,5.7,2.3,5.0,0.0,5.9,125,122,2.3
7,Jaden Hardy,17:14,.431,.400,.000,.100,0.0,14.7,7.5,43.7,2.8,0.0,22.3,32.7,89,123,-5.4
8,Dereck Lively II,14:01,.667,.667,.000,.000,9.5,9.0,9.3,0.0,0.0,0.0,0.0,9.0,146,131,-4.8
9,Josh Green,4:13,.500,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,33.3,29.8,61,133,-18.1
10,A.J. Lawson,Did Not Play,,,,,,,,,,,,,,,
11,Markieff Morris,Did Not Play,,,,,,,,,,,,,,,
12,Dwight Powell,Did Not Play,,,,,,,,,,,,,,,
