,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Dillon Brooks,36:29,5,17,.294,2,10,.200,7,7,1.000,4,6,10,2,2,0,1,3,19,14.9,-1
1,Alperen Sengun,34:15,8,16,.500,1,2,.500,2,7,.286,3,2,5,6,1,1,1,6,19,14.2,-6
2,Amen Thompson,33:43,9,17,.529,0,0,,1,3,.333,6,6,12,2,2,1,2,6,19,15.6,-13
3,Jabari Smith Jr.,33:20,3,13,.231,0,6,.000,0,0,,1,10,11,1,1,0,2,2,6,0.7,-2
4,Jalen Green,22:42,2,7,.286,0,4,.000,0,0,,0,3,3,3,0,1,0,1,4,3.2,-3
5,Aaron Holiday,30:20,7,13,.538,5,8,.625,0,0,,2,0,2,1,1,0,2,3,19,12.6,-14
6,Jeff Green,16:17,3,7,.429,0,2,.000,4,4,1.000,1,3,4,0,0,0,0,0,10,7.9,+2
7,Jae'Sean Tate,15:21,2,7,.286,1,1,1.000,2,4,.500,4,2,6,1,1,0,1,2,7,5.4,-11
8,Nate Hinton,15:01,3,5,.600,2,3,.667,2,3,.667,1,2,3,2,1,1,0,2,10,10.9,+13
9,Jeenathan Williams,2:32,0,0,,0,0,,0,0,,0,0,0,2,0,0,0,0,0,1.4,-5
10,Jock Landale,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,Boban Marjanović,Did Not Play,,,,,,,,,,,,,,,,,,,,
12,Jermaine Samuels,Did Not Play,,,,,,,,,,,,,,,,,,,,
