,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Myles Turner,30:45,7,15,.467,1,5,.200,3,3,1.000,6,7,13,3,0,2,2,3,18,16.9,+6
1,Obi Toppin,27:59,6,10,.600,3,6,.500,0,0,,1,6,7,3,0,0,2,2,15,12.2,+3
2,Bruce Brown,27:13,5,11,.455,1,2,.500,5,5,1.000,0,9,9,6,1,1,0,2,16,18.1,-3
3,Andrew Nembhard,26:11,1,8,.125,0,1,.000,0,0,,2,0,2,5,2,0,5,3,2,-2.5,+1
4,Aaron Nesmith,24:11,3,9,.333,2,5,.400,2,2,1.000,0,3,3,1,0,0,0,1,10,6.1,+1
5,Bennedict Mathurin,28:22,4,13,.308,0,1,.000,8,8,1.000,2,5,7,0,1,0,1,2,16,10.6,+6
6,T.J. McConnell,21:49,7,10,.700,0,0,,0,0,,0,2,2,8,2,0,0,2,14,17.2,+7
7,Buddy Hield,18:47,0,5,.000,0,3,.000,0,0,,1,2,3,4,0,0,1,1,0,-0.8,+12
8,Jordan Nwora,17:28,4,7,.571,1,2,.500,0,0,,0,5,5,0,0,0,0,3,9,6.0,+5
9,Isaiah Jackson,17:15,4,4,1.000,0,0,,4,6,.667,2,1,3,1,1,3,2,3,12,12.3,+2
10,Kendall Brown,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,James Johnson,Did Not Play,,,,,,,,,,,,,,,,,,,,
12,Ben Sheppard,Did Not Play,,,,,,,,,,,,,,,,,,,,
13,Jalen Smith,Did Not Dress,,,,,,,,,,,,,,,,,,,,
14,Oscar Tshiebwe,Did Not Play,,,,,,,,,,,,,,,,,,,,
