,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Rudy Gobert,39:41,7,11,.636,0,0,,4,5,.800,6,8,14,0,2,3,2,2,18,20.6,+6
1,Anthony Edwards,38:36,18,35,.514,3,7,.429,5,8,.625,2,4,6,3,2,2,0,1,44,33.2,+2
2,Mike Conley,30:22,2,9,.222,1,6,.167,0,0,,1,4,5,4,2,0,2,1,5,3.8,0
3,Jaden McDaniels,27:53,4,7,.571,1,1,1.000,2,2,1.000,1,7,8,6,0,0,0,4,11,13.1,+7
4,Kyle Anderson,27:40,1,5,.200,0,0,,1,2,.500,0,3,3,4,0,0,1,6,3,-0.2,+8
5,Nickeil Alexander-Walker,27:52,4,10,.400,0,4,.000,2,2,1.000,1,1,2,2,2,0,2,3,10,5.8,-4
6,Naz Reid,26:03,6,15,.400,1,4,.250,0,0,,2,6,8,2,1,1,2,2,13,8.4,-12
7,T.J. Warren,16:05,3,5,.600,1,3,.333,0,0,,0,1,1,0,0,0,0,1,7,4.6,+3
8,Monte Morris,5:48,1,1,1.000,0,0,,0,0,,0,1,1,2,0,0,0,0,2,3.4,0
9,Luka Garza,Did Not Play,,,,,,,,,,,,,,,,,,,,
10,Jordan McLaughlin,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,Josh Minott,Did Not Play,,,,,,,,,,,,,,,,,,,,
12,Wendell Moore Jr.,Did Not Play,,,,,,,,,,,,,,,,,,,,
