,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Jayson Tatum,35:30,.676,.676,.353,.000,3.5,20.4,13.2,21.2,0.0,0.0,19.0,28.6,109,106,3.2
1,Jrue Holiday,35:19,.650,.650,.600,.000,3.5,18.0,11.8,29.5,3.0,2.7,23.1,17.8,117,97,7.9
2,Jaylen Brown,35:00,.504,.469,.250,.125,7.0,12.9,10.4,26.7,1.5,2.7,10.6,26.1,110,102,3.4
3,Derrick White,31:35,.759,.722,.778,.222,3.9,5.7,5.0,14.5,0.0,0.0,0.0,15.1,160,111,5.7
4,Kristaps Porziņģis,31:28,.571,.464,.429,.429,0.0,28.8,16.6,15.3,3.4,12.0,10.7,28.6,111,85,8.1
5,Al Horford,30:03,.643,.643,.429,.000,0.0,18.1,10.4,9.8,1.8,3.1,0.0,11.3,135,100,4.5
6,Payton Pritchard,17:05,.333,.333,.667,.000,14.4,5.3,9.2,0.0,0.0,0.0,25.0,11.3,80,110,-11.4
7,Sam Hauser,13:32,.500,.500,1.000,.000,0.0,20.1,11.6,10.0,3.9,0.0,0.0,10.7,114,96,2.9
8,Xavier Tillman Sr.,10:28,.387,.333,.000,.667,11.8,8.7,10.0,13.3,0.0,0.0,0.0,17.9,108,110,-3.8
9,Oshae Brissett,Did Not Play,,,,,,,,,,,,,,,
10,Luke Kornet,Did Not Play,,,,,,,,,,,,,,,
11,Svi Mykhailiuk,Did Not Play,,,,,,,,,,,,,,,
