,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,GG Jackson II,34:53,.793,.763,.737,.368,2.7,13.1,7.4,15.4,0.0,0.0,4.3,27.9,156,147,11.1
1,Santi Aldama,34:01,.683,.667,.667,.222,8.3,20.2,13.7,19.3,3.0,2.3,9.2,27.0,135,138,10.9
2,John Konchar,32:47,.000,.000,1.000,.000,5.7,17.4,11.0,17.4,1.5,0.0,33.3,3.9,104,142,-8.0
3,Jaren Jackson Jr.,31:16,.640,.643,.190,.095,3.0,11.0,6.6,20.9,1.6,0.0,8.4,32.2,121,144,0.2
4,Desmond Bane,24:27,.231,.231,.692,.000,0.0,4.7,2.1,20.6,0.0,3.2,13.3,25.8,63,147,-19.3
5,Jake LaRavia,31:35,.492,.400,.600,.500,11.9,3.6,8.2,12.2,0.0,2.5,7.6,17.6,123,148,-4.8
6,Trey Jemison,25:00,.400,.400,.000,.000,3.8,13.7,8.3,10.1,0.0,0.0,16.7,10.1,94,147,-12.3
7,DeJon Jarreau,20:18,.167,.167,.167,.000,18.5,33.8,25.4,29.8,0.0,0.0,0.0,12.5,113,142,-6.8
8,Mãozinha Pereira,5:43,.500,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,104,150,-15.7
9,Lamar Stevens,Not With Team,,,,,,,,,,,,,,,
10,Vince Williams Jr.,Did Not Dress,,,,,,,,,,,,,,,
11,Ziaire Williams,Did Not Dress,,,,,,,,,,,,,,,
