,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,James Harden,40:27,.743,.688,.750,.500,0.0,17.0,8.2,31.1,2.4,1.9,17.0,25.6,133,103,10.4
1,Paul George,37:13,.500,.500,.440,.000,5.7,6.1,5.9,19.0,0.0,0.0,10.7,33.1,100,112,-5.2
2,Ivica Zubac,31:13,.620,.636,.000,.727,17.1,32.9,24.7,21.0,1.6,2.4,12.1,23.3,129,101,5.0
3,Amir Coffey,22:30,.515,.333,.333,.667,0.0,10.2,4.9,0.0,0.0,0.0,0.0,7.6,115,111,-6.8
4,Terance Mann,20:28,.410,.250,.250,.500,5.2,0.0,2.7,0.0,0.0,0.0,17.0,12.7,84,113,-12.8
5,Norman Powell,28:01,.444,.357,.714,.286,0.0,12.2,5.9,0.0,0.0,0.0,0.0,12.4,98,111,-8.8
6,Russell Westbrook,27:30,.751,.750,.250,.375,3.9,41.6,22.1,33.5,3.6,2.7,17.7,18.1,139,95,12.7
7,Kobe Brown,17:17,.250,.250,.500,.000,0.0,0.0,0.0,14.9,5.7,0.0,0.0,10.2,82,101,-0.7
8,Daniel Theis,15:21,.714,.714,.000,.000,13.9,14.9,14.4,0.0,0.0,0.0,12.5,23.0,124,110,-0.4
9,Brandon Boston Jr.,Did Not Play,,,,,,,,,,,,,,,
10,Bones Hyland,Did Not Play,,,,,,,,,,,,,,,
11,Jordan Miller,Did Not Play,,,,,,,,,,,,,,,
12,Xavier Moon,Did Not Play,,,,,,,,,,,,,,,
13,P.J. Tucker,Did Not Play,,,,,,,,,,,,,,,
