,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Jalen Johnson,35:23,9,14,.643,2,4,.500,2,2,1.000,0,13,13,6,1,0,5,3,22,18.7,+33
1,Bogdan Bogdanović,33:10,7,15,.467,3,8,.375,2,2,1.000,1,2,3,3,2,2,4,2,19,13.3,+27
2,Dejounte Murray,31:55,7,19,.368,1,6,.167,2,2,1.000,2,2,4,11,1,2,5,0,17,13.6,+10
3,Saddiq Bey,30:29,4,11,.364,2,6,.333,6,6,1.000,3,4,7,0,0,0,1,0,16,12.2,+15
4,Clint Capela,24:32,4,9,.444,0,0,,1,2,.500,5,8,13,0,1,3,1,3,9,10.7,+9
5,De'Andre Hunter,27:57,6,10,.600,1,3,.333,7,9,.778,1,4,5,0,0,1,0,1,20,16.8,+9
6,Kobe Bufkin,21:06,3,7,.429,1,2,.500,0,0,,0,2,2,5,2,0,0,1,7,9.0,+16
7,Bruno Fernando,18:19,4,4,1.000,0,0,,0,0,,3,0,3,1,0,0,1,2,8,7.8,+13
8,Garrison Mathews,17:09,2,4,.500,2,3,.667,0,0,,0,5,5,1,1,0,0,3,6,6.0,+3
9,Wesley Matthews,Did Not Play,,,,,,,,,,,,,,,,,,,,
10,Patty Mills,Did Not Play,,,,,,,,,,,,,,,,,,,,
11,Onyeka Okongwu,Did Not Dress,,,,,,,,,,,,,,,,,,,,
